Timestamp,Name,Value
11.824894,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":11.841822624206543,""ts"":3216915.749658,""v"":1}}"
11.842842,"NT:/limelight/tl",14.200416564941406
11.842885,"NT:/limelight/tc",0.3803921639919281;0.3843137323856354;0.3843137323856354
11.842905,"NT:/limelight/hb",215601
11.842919,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":14.46890640258789,""ts"":3216930.8715850003,""v"":1}}"
11.84506,"NT:/SmartDashboard/LimelightLength",12.57591142654419
11.855009,"NT:/limelight/tl",11.527864456176758
11.855048,"NT:/limelight/tc",0.3803921639919281;0.3803921639919281;0.3803921639919281
11.855067,"NT:/limelight/hb",215602
11.855081,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":14.200416564941406,""ts"":3216949.42747,""v"":1}}"
11.864642,"NT:/SmartDashboard/LimelightLength",12.223447895050048
11.873214,"NT:/limelight/tl",16.952030181884766
11.873251,"NT:/limelight/tc",0.42352941632270813;0.42352941632270813;0.42352941632270813
11.87327,"NT:/limelight/hb",215603
11.873286,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":11.527864456176758,""ts"":3216961.671376,""v"":1}}"
11.884538,"NT:/SmartDashboard/LimelightLength",12.518499851226807
11.889476,"NT:/limelight/tl",15.664011001586914
11.88951,"NT:/limelight/tc",0.32156863808631897;0.32549020648002625;0.32549020648002625
11.88953,"NT:/limelight/hb",215604
11.889545,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":16.952030181884766,""ts"":3216979.3806990003,""v"":1}}"
11.904459,"NT:/limelight/tl",14.100051879882812
11.904501,"NT:/limelight/tc",0.4274509847164154;0.4274509847164154;0.4274509847164154
11.904521,"NT:/limelight/hb",215605
11.904538,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":15.664011001586914,""ts"":3216996.125283,""v"":1}}"
11.905056,"NT:/SmartDashboard/LimelightX",0
11.905078,"NT:/SmartDashboard/LimelightY",0
11.905089,"NT:/SmartDashboard/LimelightArea",0
11.9051,"NT:/SmartDashboard/LimelightLength",12.237822818756104
11.919352,"NT:/limelight/tl",13.975156784057617
11.91939,"NT:/limelight/tc",0.29411765933036804;0.29411765933036804;0.29411765933036804
11.919408,"NT:/limelight/hb",215606
11.919424,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":14.100051879882813,""ts"":3217010.860856,""v"":1}}"
11.92444,"NT:/SmartDashboard/LimelightLength",12.292650985717774
11.936007,"NT:/limelight/tl",15.975936889648438
11.936044,"NT:/limelight/tc",0.3764705955982208;0.3764705955982208;0.3764705955982208
11.936063,"NT:/limelight/hb",215607
11.936079,"NT:/limelight/json","{""Results"":{""Classifier"":[],""Detector"":[],""Fiducial"":[],""Retro"":[],""botpose"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpiblue"":[0.0,0.0,0.0,0.0,0.0,0.0],""botpose_wpired"":[0.0,0.0,0.0,0.0,0.0,0.0],""pID"":0.0,""tl"":13.975156784057617,""ts"":3217025.478928,""v"":1}}"
11.944741,"NT:/SmartDashboard/LimelightLength",12.38069772720337
11.947679,"NT:/limelight/tl",11.000157356262207
11.947724,"NT:/limelight/tc",0.3450980484485626;0.3450980484485626;0.3450980484485626
11.947745,"NT:/limelight/hb",215608
